         584629 function calls (568917 primitive calls) in 0.340 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      416    0.000    0.000    0.000    0.000 path.py:211(vertices)
      416    0.000    0.000    0.000    0.000 artist.py:933(get_rasterized)
       59    0.000    0.000    0.000    0.000 lines.py:1123(set_linewidth)
      104    0.000    0.000    0.000    0.000 backend_bases.py:914(set_antialiased)
       19    0.000    0.000    0.021    0.001 axis.py:1555(_get_tick)
      100    0.000    0.000    0.000    0.000 text.py:997(set_horizontalalignment)
      293    0.000    0.000    0.000    0.000 cbook.py:912(<listcomp>)
    74/40    0.000    0.000    0.000    0.000 _base.py:909(get_xaxis_transform)
       72    0.000    0.000    0.000    0.000 {built-in method math.log10}
       49    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
       75    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
        7    0.000    0.000    0.001    0.000 patches.py:48(__init__)
        2    0.000    0.000    0.001    0.001 dataclasses.py:881(_process_class)
       84    0.000    0.000    0.001    0.000 {method 'all' of 'numpy.ndarray' objects}
       44    0.000    0.000    0.000    0.000 spines.py:565(__getitem__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
       54    0.000    0.000    0.001    0.000 lines.py:711(_transform_path)
      176    0.000    0.000    0.000    0.000 transforms.py:2255(get_affine)
      184    0.000    0.000    0.000    0.000 axis.py:786(get_transform)
       36    0.000    0.000    0.001    0.000 fromnumeric.py:2100(clip)
       51    0.000    0.000    0.000    0.000 text.py:1027(set_linespacing)
       25    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1070(get_data)
      118    0.000    0.000    0.000    0.000 transforms.py:2222(transform_non_affine)
       14    0.000    0.000    0.004    0.000 patches.py:579(draw)
       56    0.000    0.000    0.000    0.000 markers.py:273(__bool__)
       40    0.000    0.000    0.000    0.000 transforms.py:2668(__init__)
      143    0.000    0.000    0.000    0.000 artist.py:1043(set_visible)
      185    0.000    0.000    0.000    0.000 {built-in method math.sin}
      416    0.000    0.000    0.000    0.000 artist.py:960(get_agg_filter)
        6    0.000    0.000    0.017    0.003 axis.py:2143(_get_tick_boxes_siblings)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
      110    0.000    0.000    0.000    0.000 transforms.py:2214(<lambda>)
        6    0.000    0.000    0.000    0.000 _base.py:4283(get_children)
      152    0.000    0.000    0.000    0.000 backend_bases.py:969(set_foreground)
      344    0.000    0.000    0.000    0.000 text.py:904(get_text)
        6    0.000    0.000    0.000    0.000 path.py:607(get_extents)
       59    0.000    0.000    0.000    0.000 lines.py:1065(set_drawstyle)
       66    0.000    0.000    0.000    0.000 lines.py:33(_get_dash_pattern)
       18    0.000    0.000    0.000    0.000 fromnumeric.py:2593(ptp)
      333    0.000    0.000    0.000    0.000 __init__.py:78(<genexpr>)
      209    0.000    0.000    0.000    0.000 stride_tricks.py:542(<genexpr>)
      126    0.000    0.000    0.000    0.000 font_manager.py:1549(<genexpr>)
      220    0.000    0.000    0.000    0.000 transforms.py:198(<lambda>)
       73    0.000    0.000    0.000    0.000 stride_tricks.py:538(<listcomp>)
        1    0.000    0.000    0.002    0.002 legend.py:354(__init__)
       40    0.000    0.000    0.000    0.000 transforms.py:132(__getstate__)
        8    0.000    0.000    0.000    0.000 transforms.py:569(count_contains)
       63    0.000    0.000    0.000    0.000 transforms.py:350(width)
      147    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       53    0.000    0.000    0.001    0.000 transforms.py:794(unit)
       12    0.000    0.000    0.000    0.000 axis.py:1317(<listcomp>)
       40    0.000    0.000    0.001    0.000 offsetbox.py:1086(_get_anchored_bbox)
      144    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       88    0.000    0.000    0.000    0.000 font_manager.py:788(set_stretch)
        1    0.000    0.000    0.011    0.011 _base.py:1254(__clear)
      192    0.000    0.000    0.000    0.000 figure.py:2761(_set_dpi)
      186    0.000    0.000    0.000    0.000 artist.py:298(axes)
       25    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
       12    0.000    0.000    0.000    0.000 transforms.py:362(size)
        2    0.000    0.000    0.000    0.000 doccer.py:180(indentcount_lines)
       73    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:404(parent)
      118    0.000    0.000    0.000    0.000 transforms.py:2678(get_matrix)
        1    0.000    0.000    0.014    0.014 _base.py:569(__init__)
       36    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       11    0.000    0.000    0.000    0.000 _base.py:1017(get_yaxis_text1_transform)
        2    0.000    0.000    0.115    0.057 _base.py:3005(draw)
       10    0.000    0.000    0.006    0.001 axis.py:944(set_tick_params)
       53    0.000    0.000    0.000    0.000 text.py:298(set_rotation_mode)
       52    0.000    0.000    0.000    0.000 lines.py:962(_get_markerfacecolor)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
      342    0.000    0.000    0.000    0.000 text.py:1331(get_usetex)
       50    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
      104    0.000    0.000    0.000    0.000 backend_bases.py:1031(get_hatch_path)
       84    0.000    0.000    0.000    0.000 _methods.py:61(_all)
        4    0.000    0.000    0.001    0.000 axis.py:1189(_set_lim)
      8/2    0.000    0.000    0.006    0.003 offsetbox.py:406(draw)
    25/13    0.000    0.000    0.015    0.001 <frozen importlib._bootstrap_external>:877(exec_module)
      718    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
      125    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
       66    0.000    0.000    0.000    0.000 offsetbox.py:190(<genexpr>)
  182/119    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
       88    0.000    0.000    0.000    0.000 font_manager.py:872(set_math_fontfamily)
       11    0.000    0.000    0.000    0.000 {method '__copy__' of 'numpy.generic' objects}
      4/2    0.000    0.000    0.115    0.057 image.py:114(_draw_list_compositing_images)
        2    0.000    0.000    0.117    0.059 figure.py:3134(draw)
       42    0.000    0.000    0.000    0.000 transforms.py:2030(translate)
       60    0.000    0.000    0.000    0.000 lines.py:732(set_transform)
      329    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       13    0.000    0.000    0.007    0.001 axis.py:1576(_copy_tick_props)
       59    0.000    0.000    0.000    0.000 lines.py:1053(set_color)
      132    0.000    0.000    0.000    0.000 text.py:246(_get_multialignment)
        2    0.000    0.000    0.008    0.004 axis.py:2358(_update_label_position)
      116    0.000    0.000    0.000    0.000 font_manager.py:1107(_expand_aliases)
      176    0.000    0.000    0.000    0.000 __init__.py:1297(_val_or_rc)
       72    0.000    0.000    0.000    0.000 ticker.py:1937(closeto)
       16    0.000    0.000    0.000    0.000 inspect.py:2920(__init__)
        2    0.000    0.000    0.001    0.000 _base.py:2874(handle_single_axis)
     12/6    0.000    0.000    0.000    0.000 units.py:164(get_converter)
       75    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
       90    0.000    0.000    0.000    0.000 enum.py:44(_is_private)
       25    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
       18    0.000    0.000    0.000    0.000 _methods.py:218(_ptp)
       10    0.000    0.000    0.000    0.000 __init__.py:278(select_matching_signature)
        4    0.000    0.000    0.000    0.000 axis.py:2638(_update_offset_text_position)
       59    0.000    0.000    0.000    0.000 transforms.py:356(height)
       38    0.000    0.000    0.001    0.000 lines.py:1183(set_marker)
       36    0.000    0.000    0.000    0.000 fromnumeric.py:2421(all)
       85    0.000    0.000    0.000    0.000 font_manager.py:1094(get_default_size)
        1    0.000    0.000    0.000    0.000 gridspec.py:144(get_grid_positions)
        2    0.000    0.000    0.000    0.000 ticker.py:2013(_validate_steps)
       36    0.000    0.000    0.000    0.000 ticker.py:1947(le)
       77    0.000    0.000    0.000    0.000 transforms.py:242(x0)
       23    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        1    0.000    0.000    0.001    0.001 _base.py:2815(autoscale_view)
        2    0.000    0.000    0.000    0.000 function_base.py:1324(diff)
       36    0.000    0.000    0.000    0.000 _ufunc_config.py:452(_no_nep50_warning)
       28    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
        4    0.000    0.000    0.002    0.000 legend.py:1160(_find_best_position)
       48    0.000    0.000    0.000    0.000 backend_bases.py:897(set_alpha)
       32    0.000    0.000    0.000    0.000 units.py:56(_is_natively_supported)
       26    0.000    0.000    0.000    0.000 markers.py:297(get_joinstyle)
       22    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__enter__)
      134    0.000    0.000    0.000    0.000 backend_agg.py:260(points_to_pixels)
      219    0.000    0.000    0.000    0.000 {built-in method math.radians}
       44    0.000    0.000    0.000    0.000 artist.py:1112(set_zorder)
        2    0.000    0.000    0.033    0.016 axis.py:1320(get_tightbbox)
        4    0.000    0.000    0.000    0.000 _base.py:1871(apply_aspect)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       95    0.000    0.000    0.000    0.000 axis.py:338(_set_artist_props)
       40    0.000    0.000    0.000    0.000 transforms.py:137(__setstate__)
       18    0.000    0.000    0.000    0.000 transforms.py:1084(__init__)
        5    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
       75    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       54    0.000    0.000    0.000    0.000 cbook.py:1862(_str_lower_equal)
      194    0.000    0.000    0.000    0.000 multiarray.py:741(dot)
       59    0.000    0.000    0.000    0.000 lines.py:1359(set_dash_joinstyle)
       36    0.000    0.000    0.000    0.000 ticker.py:1922(__init__)
        1    0.000    0.000    0.000    0.000 process.py:1(<module>)
       80    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      288    0.000    0.000    0.000    0.000 artist.py:1128(sticky_edges)
       40    0.000    0.000    0.001    0.000 copy.py:237(_deepcopy_method)
       39    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
       18    0.000    0.000    0.000    0.000 axis.py:744(_get_axis_name)
        8    0.000    0.000    0.000    0.000 _base.py:937(get_xaxis_text1_transform)
       24    0.000    0.000    0.000    0.000 inspect.py:2637(__init__)
       80    0.000    0.000    0.000    0.000 text.py:432(<listcomp>)
        4    0.000    0.000    0.001    0.000 enum.py:483(_create_)
       64    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       35    0.000    0.000    0.000    0.000 artist.py:1234(<dictcomp>)
        2    0.000    0.000    0.000    0.000 posixpath.py:401(_joinrealpath)
       15    0.000    0.000    0.000    0.000 cbook.py:215(connect)
      360    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        2    0.000    0.000    0.000    0.000 fromnumeric.py:3176(ndim)
      216    0.000    0.000    0.000    0.000 fromnumeric.py:195(_reshape_dispatcher)
       39    0.000    0.000    0.000    0.000 _base.py:562(<dictcomp>)
       59    0.000    0.000    0.000    0.000 lines.py:1375(set_solid_joinstyle)
       70    0.000    0.000    0.000    0.000 backend_bases.py:989(set_joinstyle)
       48    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      234    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      166    0.000    0.000    0.000    0.000 text.py:601(get_wrap)
       19    0.000    0.000    0.000    0.000 axis.py:207(_apply_tickdir)
       16    0.000    0.000    0.000    0.000 enum.py:590(_find_data_type)
       21    0.000    0.000    0.000    0.000 patches.py:738(_convert_units)
       59    0.000    0.000    0.000    0.000 lines.py:1423(set_solid_capstyle)
       51    0.000    0.000    0.000    0.000 text.py:1317(set_usetex)
        2    0.000    0.000    0.000    0.000 _base.py:2883(<listcomp>)
        2    0.000    0.000    0.001    0.000 axis.py:647(__init__)
       44    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       89    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
       90    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
       36    0.000    0.000    0.000    0.000 {method 'clip' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.002    0.002 legend.py:854(_init_legend_box)
       70    0.000    0.000    0.000    0.000 backend_bases.py:919(set_capstyle)
       44    0.000    0.000    0.000    0.000 getlimits.py:612(tiny)
       40    0.000    0.000    0.001    0.000 legend.py:1141(_get_anchored_bbox)
       88    0.000    0.000    0.000    0.000 font_manager.py:844(set_file)
       39    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
       26    0.000    0.000    0.001    0.000 stride_tricks.py:546(<listcomp>)
      166    0.000    0.000    0.000    0.000 text.py:292(get_transform_rotates_text)
       21    0.000    0.000    0.000    0.000 transforms.py:2576(__init__)
        1    0.000    0.000    0.096    0.096 backend_bases.py:2052(print_figure)
       40    0.000    0.000    0.000    0.000 legend.py:1091(get_bbox_to_anchor)
       54    0.000    0.000    0.000    0.000 fromnumeric.py:3269(round)
       39    0.000    0.000    0.000    0.000 _base.py:559(_axis_map)
       56    0.000    0.000    0.001    0.000 lines.py:726(_get_transformed_path)
       18    0.000    0.000    0.000    0.000 axis.py:2218(<genexpr>)
       59    0.000    0.000    0.000    0.000 lines.py:1256(set_markersize)
       11    0.000    0.000    0.001    0.000 axis.py:497(_apply_tickdir)
       59    0.000    0.000    0.000    0.000 lines.py:505(set_pickradius)
       10    0.000    0.000    0.000    0.000 axis.py:1043(_translate_tick_params)
        1    0.000    0.000    0.016    0.016 PngImagePlugin.py:1227(_save)
       47    0.000    0.000    0.000    0.000 text.py:1095(set_fontsize)
      132    0.000    0.000    0.000    0.000 text.py:317(get_rotation_mode)
        2    0.000    0.000    0.009    0.004 legend.py:751(draw)
      121    0.000    0.000    0.000    0.000 __init__.py:1455(debug)
       80    0.000    0.000    0.000    0.000 spines.py:558(__getattr__)
       24    0.000    0.000    0.000    0.000 text.py:1181(set_position)
       40    0.000    0.000    0.001    0.000 path.py:279(__deepcopy__)
       40    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
       36    0.000    0.000    0.000    0.000 ticker.py:1954(ge)
        2    0.000    0.000    0.000    0.000 patches.py:3950(get_path)
       59    0.000    0.000    0.000    0.000 lines.py:1241(set_markeredgewidth)
    16/10    0.000    0.000    0.012    0.001 {built-in method builtins.__import__}
    16/10    0.000    0.000    0.004    0.000 offsetbox.py:511(<listcomp>)
       18    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:1(<module>)
        1    0.000    0.000    0.171    0.171 function_base.py:2443(_vectorize_call)
       74    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1356(_path_importer_cache)
       19    0.000    0.000    0.000    0.000 axis.py:195(_set_labelrotation)
    47/13    0.000    0.000    0.014    0.001 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
       20    0.000    0.000    0.000    0.000 artist.py:1001(set_alpha)
      162    0.000    0.000    0.000    0.000 axis.py:283(get_loc)
        4    0.000    0.000    0.000    0.000 spines.py:35(__init__)
       16    0.000    0.000    0.001    0.000 transforms.py:656(<listcomp>)
      121    0.000    0.000    0.000    0.000 __init__.py:1724(isEnabledFor)
       73    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
       14    0.000    0.000    0.000    0.000 spines.py:199(get_path)
       77    0.000    0.000    0.000    0.000 __init__.py:259(__iter__)
        1    0.000    0.000    0.337    0.337 main.py:15(plot_func)
        9    0.000    0.000    0.000    0.000 dataclasses.py:722(_get_field)
       11    0.000    0.000    0.000    0.000 transforms.py:788(frozen)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:1(<module>)
       26    0.000    0.000    0.000    0.000 lines.py:936(get_markeredgecolor)
       58    0.000    0.000    0.000    0.000 offsetbox.py:193(<genexpr>)
       59    0.000    0.000    0.000    0.000 lines.py:1221(set_markerfacecolor)
       44    0.000    0.000    0.000    0.000 artist.py:625(get_snap)
        2    0.000    0.000    0.000    0.000 patches.py:4022(set_bounds)
       66    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
       96    0.000    0.000    0.000    0.000 transforms.py:1773(__array__)
      256    0.000    0.000    0.000    0.000 transforms.py:1809(get_affine)
        5    0.000    0.000    0.000    0.000 __init__.py:416(by_key)
      118    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:897(__exit__)
      118    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:893(__enter__)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:169(__enter__)
       36    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1431(find_spec)
       36    0.000    0.000    0.000    0.000 offsetbox.py:340(<listcomp>)
        1    0.000    0.000    0.005    0.005 reduction.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        8    0.000    0.000    0.000    0.000 _base.py:3569(_validate_converted_limits)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1719(__init__)
       36    0.000    0.000    0.000    0.000 ticker.py:1615(raise_if_exceeds)
       70    0.000    0.000    0.000    0.000 backend_bases.py:1000(set_linewidth)
      104    0.000    0.000    0.000    0.000 backend_bases.py:834(get_clip_path)
       52    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:391(cached)
        1    0.000    0.000    0.021    0.021 image.py:1531(imsave)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:510(_get_cached)
       23    0.000    0.000    0.000    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.021    0.021 Image.py:2354(save)
      161    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        8    0.000    0.000    0.000    0.000 inspect.py:1959(_signature_bound_method)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1531(_get_spec)
       30    0.000    0.000    0.001    0.000 transforms.py:2770(get_transformed_path_and_affine)
       26    0.000    0.000    0.000    0.000 markers.py:354(get_transform)
       59    0.000    0.000    0.000    0.000 lines.py:1041(set_antialiased)
        1    0.000    0.000    0.000    0.000 gridspec.py:658(get_position)
       12    0.000    0.000    0.018    0.002 axis.py:1311(_get_ticklabel_bboxes)
      166    0.000    0.000    0.000    0.000 text.py:1347(get_parse_math)
        4    0.000    0.000    0.000    0.000 colors.py:310(_to_rgba_no_colorcycle)
        2    0.000    0.000    0.000    0.000 figure.py:215(_get_draw_artists)
       16    0.000    0.000    0.001    0.000 transforms.py:657(<listcomp>)
      185    0.000    0.000    0.000    0.000 path.py:223(codes)
       40    0.000    0.000    0.000    0.000 text.py:429(<listcomp>)
        2    0.000    0.000    0.001    0.001 backend_agg.py:393(get_renderer)
       32    0.000    0.000    0.000    0.000 axis.py:1758(convert_units)
    80/76    0.000    0.000    0.000    0.000 spines.py:202(_ensure_position_is_set)
        5    0.000    0.000    0.000    0.000 _base.py:1126(_set_position)
        9    0.000    0.000    0.000    0.000 transforms.py:2282(__init__)
     20/8    0.000    0.000    0.004    0.000 offsetbox.py:364(get_bbox)
       35    0.000    0.000    0.000    0.000 _collections_abc.py:928(__iter__)
        2    0.000    0.000    0.118    0.059 backend_agg.py:381(draw)
        8    0.000    0.000    0.001    0.000 dataclasses.py:412(_create_fn)
        4    0.000    0.000    0.001    0.000 legend.py:1175(<listcomp>)
       80    0.000    0.000    0.000    0.000 enum.py:786(__reduce_ex__)
      218    0.000    0.000    0.000    0.000 fromnumeric.py:2831(_min_dispatcher)
       18    0.000    0.000    0.000    0.000 axis.py:1632(get_minor_ticks)
       37    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
        1    0.000    0.000    0.002    0.002 GifImagePlugin.py:1(<module>)
      140    0.000    0.000    0.000    0.000 artist.py:611(get_gid)
        1    0.000    0.000    0.006    0.006 context.py:1(<module>)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
       36    0.000    0.000    0.002    0.000 transforms.py:1872(inverted)
        1    0.000    0.000    0.000    0.000 shape_base.py:731(array_split)
        6    0.000    0.000    0.005    0.001 axis.py:1658(grid)
        4    0.000    0.000    0.002    0.001 enum.py:536(_convert_)
       19    0.000    0.000    0.004    0.000 text.py:73(_get_text_metrics_with_cache_impl)
        1    0.000    0.000    0.016    0.016 ImageFile.py:545(_encode_tile)
       10    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
       24    0.000    0.000    0.002    0.000 lines.py:1029(get_path)
       38    0.000    0.000    0.000    0.000 text.py:1041(set_fontfamily)
      206    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 qt_compat.py:1(<module>)
       22    0.000    0.000    0.000    0.000 _ufunc_config.py:435(__exit__)
       11    0.000    0.000    0.000    0.000 markers.py:765(_set_tickleft)
      100    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
      222    0.000    0.000    0.000    0.000 fromnumeric.py:2687(_max_dispatcher)
       16    0.000    0.000    0.000    0.000 transforms.py:658(<listcomp>)
        1    0.000    0.000    0.001    0.001 backend_agg.py:1(<module>)
       88    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
       59    0.000    0.000    0.000    0.000 lines.py:1100(set_gapcolor)
        5    0.000    0.000    0.000    0.000 _base.py:2516(_process_unit_info)
        2    0.000    0.000    0.000    0.000 ticker.py:2028(_staircase)
       34    0.000    0.000    0.000    0.000 backend_agg.py:246(get_canvas_width_height)
       10    0.000    0.000    0.000    0.000 transforms.py:1593(transform_path)
        1    0.000    0.000    0.002    0.002 pstats.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _collections_abc.py:828(__contains__)
       51    0.000    0.000    0.000    0.000 text.py:321(set_antialiased)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:1(<module>)
        6    0.000    0.000    0.001    0.000 patches.py:600(get_window_extent)
     12/2    0.000    0.000    0.006    0.003 artist.py:31(draw_wrapper)
       56    0.000    0.000    0.000    0.000 transforms.py:2786(get_affine)
      104    0.000    0.000    0.000    0.000 backend_bases.py:849(get_dashes)
       50    0.000    0.000    0.001    0.000 artist.py:1201(update)
        5    0.000    0.000    0.000    0.000 PngImagePlugin.py:1058(putchunk)
       15    0.000    0.000    0.000    0.000 weakref.py:47(__new__)
       16    0.000    0.000    0.000    0.000 transforms.py:659(<listcomp>)
       40    0.000    0.000    0.000    0.000 _methods.py:47(_sum)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
      104    0.000    0.000    0.000    0.000 artist.py:723(get_path_effects)
       40    0.000    0.000    0.000    0.000 transforms.py:282(p0)
        4    0.000    0.000    0.000    0.000 transforms.py:2487(get_matrix)
       32    0.000    0.000    0.000    0.000 transforms.py:239(__array__)
       19    0.000    0.000    0.000    0.000 patches.py:880(get_bbox)
      104    0.000    0.000    0.000    0.000 backend_bases.py:1004(set_url)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
        6    0.000    0.000    0.000    0.000 enum.py:165(__prepare__)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:2512(cumsum)
       60    0.000    0.000    0.000    0.000 lines.py:1455(is_dashed)
        2    0.000    0.000    0.000    0.000 axis.py:2398(_update_offset_text_position)
       11    0.000    0.000    0.000    0.000 _base.py:1043(get_yaxis_text2_transform)
        1    0.000    0.000    0.008    0.008 pyplot.py:777(figure)
       51    0.000    0.000    0.000    0.000 text.py:1335(set_parse_math)
       15    0.000    0.000    0.000    0.000 cbook.py:110(_weak_or_strong_ref)
      206    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       12    0.000    0.000    0.000    0.000 cbook.py:1685(_safe_first_finite)
        2    0.000    0.000    0.002    0.001 axis.py:882(clear)
       16    0.000    0.000    0.000    0.000 patches.py:270(get_patch_transform)
       52    0.000    0.000    0.000    0.000 enum.py:796(name)
        2    0.000    0.000    0.000    0.000 offsetbox.py:716(__init__)
       79    0.000    0.000    0.000    0.000 multiarray.py:153(concatenate)
        3    0.000    0.000    0.000    0.000 _util.py:362(getfullargspec_no_self)
        8    0.000    0.000    0.000    0.000 axis.py:440(_apply_tickdir)
       60    0.000    0.000    0.000    0.000 axis.py:541(locator)
       36    0.000    0.000    0.000    0.000 fromnumeric.py:1881(nonzero)
       73    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.003    0.003 Image.py:302(preinit)
       59    0.000    0.000    0.000    0.000 lines.py:1231(set_markerfacecoloralt)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2322(any)
        4    0.000    0.000    0.002    0.000 legend.py:734(_findoffset)
      140    0.000    0.000    0.000    0.000 backend_bases.py:180(open_group)
        6    0.000    0.000    0.000    0.000 axis.py:924(reset_ticks)
       59    0.000    0.000    0.000    0.000 lines.py:550(set_markevery)
       19    0.000    0.000    0.000    0.000 transforms.py:2308(get_matrix)
       47    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       52    0.000    0.000    0.000    0.000 stride_tricks.py:25(_maybe_view_as_subclass)
       16    0.000    0.000    0.000    0.000 enum.py:579(_get_mixins_)
        2    0.000    0.000    0.001    0.001 ticker.py:537(set_useMathText)
        6    0.000    0.000    0.000    0.000 enum.py:626(_find_new_)
       34    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
       10    0.000    0.000    0.000    0.000 transforms.py:1800(transform_path_affine)
       10    0.000    0.000    0.002    0.000 offsetbox.py:54(get_offset)
       26    0.000    0.000    0.000    0.000 transforms.py:2759(get_transformed_points_and_affine)
        8    0.000    0.000    0.000    0.000 markers.py:785(_set_tickdown)
        1    0.000    0.000    0.001    0.001 _base.py:810(_init_axis)
       22    0.000    0.000    0.000    0.000 _ufunc_config.py:426(__init__)
        5    0.000    0.000    0.000    0.000 pathlib.py:569(_parse_args)
        2    0.000    0.000    0.000    0.000 contextlib.py:533(__exit__)
       48    0.000    0.000    0.000    0.000 axis.py:552(formatter)
       36    0.000    0.000    0.000    0.000 offsetbox.py:338(get_visible_children)
       90    0.000    0.000    0.000    0.000 markers.py:279(get_fillstyle)
        8    0.000    0.000    0.000    0.000 _base.py:963(get_xaxis_text2_transform)
       11    0.000    0.000    0.000    0.000 transforms.py:235(frozen)
       19    0.000    0.000    0.000    0.000 axis.py:223(get_tick_padding)
       10    0.000    0.000    0.000    0.000 transforms.py:1837(is_separable)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
        1    0.000    0.000    0.000    0.000 legend.py:925(<listcomp>)
        9    0.000    0.000    0.000    0.000 inspect.py:612(unwrap)
        2    0.000    0.000    0.000    0.000 axis.py:2536(_init)
        3    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
       19    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 patches.py:396(set_linestyle)
       26    0.000    0.000    0.000    0.000 markers.py:300(get_capstyle)
        5    0.000    0.000    0.000    0.000 transforms.py:2452(__init__)
       12    0.000    0.000    0.000    0.000 patches.py:381(set_linewidth)
        1    0.000    0.000    0.000    0.000 ImageOps.py:1(<module>)
        4    0.000    0.000    0.000    0.000 axis.py:1867(_set_formatter)
        2    0.000    0.000    0.000    0.000 offsetbox.py:683(draw)
